date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:56:00	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd18d92-8656%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:01	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%225fd18d92-3508%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:01	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225fd18d92-41a0%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:02	34092/34092	---M-Z	200	added ('OK')	font/ttf	etag:W/%225fd18d92-852c%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:03	144322/144322	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd18d92-233c2%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:04	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd18d92-2f612%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:05	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd18d92-2f612%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:05	76084/76084	---M--	200	added ('OK')	font/woff2	etag:%225fd18d92-12934%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:05	98996/98996	---M--	200	added ('OK')	font/woff	etag:%225fd18d92-182b4%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:05	193780/193780	---M-Z	200	added ('OK')	font/ttf	etag:W/%225fd18d92-2f4f4%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:08	849145/849145	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd18d92-cf4f9%22	https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://sadim2.github.io/wordpress12/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
01:56:09	602/602	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd18d92-25a%22	https://sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	C:/My%20Web%20Sites/sample/sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from https://sadim2.github.io/wordpress12/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.6.3.1)
